order_date,region,segment,shipping_mode,category,product_name,quantity,discount,sales,profit,anomaly,sales_per_quantity
2025-12-26,East,Consumer,First Class,Office Supplies,Storage Box,8,0.12,4594.75,845.65,0,574.34375
2024-12-02,West,Consumer,First Class,Furniture,Desk,4,0.18,13354.66,1799.77,0,3338.665
2023-11-18,West,Corporate,First Class,Office Supplies,Printer,2,0.02,1918.62,555.89,0,959.31
2025-09-23,South,Consumer,Second Class,Furniture,Chair,7,0.11,15460.29,3398.99,0,2208.612857142857
2024-04-15,East,Home Office,Standard Class,Electronics,Laptop,6,0.22,17526.67,2142.13,0,2921.111666666666
2023-08-30,South,Home Office,Same Day,Electronics,Smartphone,3,0.03,14588.67,2541.4,0,4862.89
2026-04-08,West,Corporate,Same Day,Electronics,Smartphone,5,0.12,40754.96,5454.88,0,8150.992
2024-10-25,South,Corporate,Standard Class,Electronics,Monitor,3,0.08,22023.89,6404.29,0,7341.296666666666
2024-09-12,East,Corporate,First Class,Office Supplies,Storage Box,7,0.2,3708.34,1018.72,0,529.7628571428571
2024-09-04,East,Home Office,Second Class,Electronics,Tablet,8,0.08,29991.98,8806.35,0,3748.9975
2024-05-09,South,Corporate,Same Day,Furniture,Table,5,0.2,14389.24,2744.44,0,2877.848
2025-06-30,South,Home Office,Standard Class,Office Supplies,Printer,8,0.24,2558.27,403.53,0,319.78375
2026-02-25,West,Home Office,Same Day,Office Supplies,Notebook,3,0.16,1545.31,252.76,0,515.1033333333334
2024-08-26,West,Consumer,Same Day,Office Supplies,Storage Box,8,0.15,4601.55,994.79,0,575.19375
2025-10-23,North,Corporate,Standard Class,Office Supplies,Storage Box,2,0.19,1644.42,391.98,0,822.21
2023-05-30,West,Corporate,Same Day,Office Supplies,Notebook,2,0.0,1931.72,321.77,0,965.86
2023-09-18,West,Corporate,Same Day,Office Supplies,Printer,8,0.19,5885.21,1329.74,0,735.65125
2024-09-24,West,Consumer,First Class,Furniture,Chair,7,0.23,18131.34,2455.96,0,2590.191428571429
2023-09-25,East,Corporate,First Class,Office Supplies,Printer,8,0.2,4077.69,871.81,0,509.71125
2025-01-06,West,Corporate,Standard Class,Electronics,Monitor,5,0.01,38644.06,9581.42,0,7728.812
2023-07-02,South,Home Office,Second Class,Furniture,Chair,3,0.14,5120.55,919.54,0,1706.8500000000001
2025-01-24,West,Home Office,Second Class,Furniture,Desk,3,0.16,7223.11,1428.62,0,2407.7033333333334
2026-03-30,West,Home Office,Same Day,Office Supplies,Printer,7,0.0,3912.66,620.79,0,558.9514285714286
2024-07-25,North,Home Office,Second Class,Office Supplies,Notebook,6,0.08,3078.58,622.98,0,513.0966666666667
2024-10-23,West,Home Office,Same Day,Furniture,Sofa,2,0.09,6654.33,1811.26,0,3327.165
2025-02-10,North,Home Office,Second Class,Office Supplies,Pen,6,0.03,2811.36,491.9,0,468.56
2024-01-25,West,Corporate,Second Class,Office Supplies,Printer,7,0.11,5278.87,1095.9,0,754.1242857142857
2024-03-21,South,Corporate,First Class,Office Supplies,Printer,3,0.05,2055.36,558.15,0,685.12
2024-11-10,West,Consumer,Second Class,Furniture,Chair,7,0.24,21598.59,4556.85,0,3085.5128571428572
2026-03-06,West,Home Office,Same Day,Office Supplies,Storage Box,8,0.04,4637.72,1028.52,0,579.715
2025-12-02,North,Corporate,Second Class,Electronics,Tablet,5,0.04,46698.9,9448.02,0,9339.78
2023-09-04,North,Corporate,First Class,Furniture,Chair,1,0.19,3066.43,611.59,0,3066.43
2024-05-07,South,Corporate,Standard Class,Furniture,Chair,8,0.07,23225.88,6391.67,0,2903.235
2026-02-18,South,Home Office,First Class,Electronics,Smartphone,7,0.04,30494.94,4423.67,0,4356.42
2024-02-02,East,Home Office,First Class,Electronics,Laptop,3,0.08,11615.97,2866.0,0,3871.99
2025-04-05,South,Corporate,Standard Class,Furniture,Chair,5,0.22,12311.13,1758.52,0,2462.2259999999997
2024-03-12,East,Consumer,Same Day,Electronics,Smartphone,8,0.04,41564.19,9719.05,0,5195.52375
2025-03-29,North,Home Office,Standard Class,Furniture,Table,7,0.13,14479.23,2462.64,0,2068.4614285714283
2023-12-23,West,Corporate,Standard Class,Furniture,Table,2,0.18,8503.69,1722.17,0,4251.845
2024-02-14,West,Consumer,Same Day,Furniture,Chair,4,0.12,12423.3,2212.79,0,3105.825
2025-03-22,West,Corporate,Standard Class,Office Supplies,Printer,1,0.02,596.35,155.71,0,596.35
2025-01-09,West,Corporate,Standard Class,Electronics,Smartphone,7,0.05,52094.19,12708.2,0,7442.027142857143
2026-04-22,South,Corporate,Standard Class,Office Supplies,Pen,6,0.06,3665.81,685.26,0,610.9683333333334
2024-02-08,West,Home Office,First Class,Electronics,Laptop,4,0.11,20328.45,2773.12,0,5082.1125
2025-11-10,North,Consumer,Second Class,Electronics,Monitor,8,0.0,60095.2,14735.79,0,7511.9
2025-07-21,West,Consumer,Second Class,Furniture,Desk,7,0.02,19831.4,5256.75,0,2833.057142857143
2026-01-11,South,Corporate,Second Class,Furniture,Sofa,3,0.02,9353.64,2070.83,0,3117.8799999999997
2025-11-13,East,Home Office,Second Class,Electronics,Monitor,3,0.23,12224.93,2822.66,0,4074.976666666667
2023-10-25,North,Consumer,Standard Class,Electronics,Laptop,7,0.09,45484.84,8973.7,0,6497.834285714285
2023-06-11,North,Consumer,First Class,Electronics,Tablet,1,0.21,4314.46,1029.05,0,4314.46
2025-05-13,West,Corporate,Standard Class,Office Supplies,Printer,4,0.12,3075.23,431.44,0,768.8075
2024-05-19,North,Corporate,First Class,Office Supplies,Notebook,3,0.1,2409.78,653.09,0,803.2600000000001
2024-04-30,West,Consumer,Standard Class,Office Supplies,Printer,2,0.0,1444.05,229.36,0,722.025
2023-12-10,West,Corporate,Same Day,Furniture,Sofa,2,0.16,10612.76,2300.61,0,5306.38
2024-12-26,North,Home Office,Second Class,Electronics,Tablet,3,0.13,16661.69,3171.25,0,5553.8966666666665
2025-12-27,East,Home Office,Same Day,Office Supplies,Notebook,4,0.01,2567.52,347.95,0,641.88
2024-07-14,East,Home Office,Second Class,Furniture,Chair,2,0.0,11426.07,509.56,1,5713.035
2025-07-11,South,Corporate,Second Class,Furniture,Sofa,5,0.18,12059.77,1703.44,0,2411.954
2024-05-18,East,Home Office,Standard Class,Furniture,Table,5,0.18,7802.21,1746.11,0,1560.442
2023-10-26,North,Corporate,Second Class,Furniture,Sofa,6,0.04,28137.18,7293.13,0,4689.53
2024-12-30,South,Home Office,Standard Class,Office Supplies,Notebook,1,0.21,593.2,72.5,0,593.2
2023-09-22,South,Consumer,Standard Class,Furniture,Table,7,0.06,15382.03,2533.23,0,2197.4328571428573
2026-02-03,North,Home Office,First Class,Furniture,Sofa,2,0.13,5183.04,1463.43,0,2591.52
2024-06-27,West,Consumer,Same Day,Office Supplies,Notebook,5,0.19,2322.59,408.6,0,464.51800000000003
2024-03-16,East,Consumer,First Class,Furniture,Chair,5,0.18,9967.74,1631.37,0,1993.548
2025-09-09,South,Consumer,Standard Class,Furniture,Desk,7,0.01,16806.18,3654.98,0,2400.882857142857
2026-04-06,East,Consumer,Same Day,Office Supplies,Notebook,5,0.03,2856.5,615.19,0,571.3
2024-10-08,South,Home Office,First Class,Furniture,Chair,2,0.01,6007.05,971.13,0,3003.525
2024-11-01,West,Home Office,Standard Class,Furniture,Sofa,2,0.13,5956.6,1398.01,0,2978.3
2023-10-24,West,Home Office,Second Class,Office Supplies,Notebook,4,0.07,2586.0,706.4,0,646.5
2023-11-24,East,Corporate,First Class,Furniture,Sofa,4,0.02,16425.32,2570.37,0,4106.33
2024-01-21,South,Consumer,Second Class,Office Supplies,Notebook,8,0.12,3533.94,682.66,0,441.7425
2026-01-27,East,Corporate,First Class,Electronics,Monitor,2,0.02,12638.77,3353.92,0,6319.385
2025-08-29,South,Corporate,Second Class,Office Supplies,Notebook,2,0.18,1355.87,399.05,0,677.935
2023-10-15,East,Consumer,Standard Class,Electronics,Tablet,7,0.21,32306.38,7109.72,0,4615.197142857143
2024-05-16,North,Consumer,Standard Class,Electronics,Monitor,1,0.02,5142.35,1339.96,0,5142.35
2024-09-07,East,Home Office,Standard Class,Electronics,Monitor,5,0.23,14629.83,1953.05,0,2925.966
2025-07-13,South,Consumer,First Class,Electronics,Monitor,2,0.01,9604.12,1949.44,0,4802.06
2026-02-09,West,Corporate,Standard Class,Office Supplies,Storage Box,7,0.17,4362.68,659.22,0,623.24
2024-06-30,East,Corporate,Second Class,Electronics,Tablet,1,0.15,4452.35,1028.74,0,4452.35
2024-12-05,West,Consumer,Standard Class,Furniture,Table,5,0.1,17623.11,3444.65,0,3524.6220000000003
2024-04-24,North,Corporate,First Class,Office Supplies,Printer,8,0.14,5582.99,1157.03,0,697.87375
2023-12-21,West,Corporate,Second Class,Office Supplies,Pen,1,0.08,827.44,131.91,0,827.44
2023-10-31,West,Home Office,First Class,Furniture,Chair,4,0.24,11145.6,1538.36,0,2786.4
2024-10-05,South,Home Office,Same Day,Furniture,Chair,6,0.23,14619.15,4363.49,0,2436.525
2025-08-14,East,Home Office,Standard Class,Electronics,Tablet,6,0.24,17007.57,3766.31,0,2834.595
2024-08-05,East,Consumer,Same Day,Electronics,Monitor,1,0.02,4869.76,788.28,0,4869.76
2024-03-31,North,Corporate,Second Class,Office Supplies,Storage Box,3,0.09,1834.01,278.67,0,611.3366666666667
2023-09-04,North,Consumer,Second Class,Furniture,Chair,2,0.21,4498.22,1236.65,0,2249.11
2025-05-25,North,Corporate,First Class,Furniture,Table,6,0.03,23396.55,3470.89,0,3899.4249999999997
2024-06-01,East,Consumer,First Class,Office Supplies,Storage Box,4,0.17,1948.56,519.49,0,487.14
2023-05-27,South,Consumer,Standard Class,Office Supplies,Pen,7,0.21,2884.05,746.25,0,412.00714285714287
2024-02-07,South,Home Office,Standard Class,Electronics,Tablet,8,0.04,30960.02,7868.85,0,3870.0025
2024-01-25,North,Home Office,First Class,Furniture,Desk,8,0.0,20938.3,3302.87,0,2617.2875
2024-07-10,North,Home Office,Standard Class,Furniture,Sofa,1,0.1,1592.62,401.12,0,1592.62
2025-11-20,West,Corporate,Same Day,Furniture,Table,2,0.21,9607.17,2516.8,0,4803.585
2023-06-26,South,Corporate,Standard Class,Office Supplies,Printer,1,0.07,430.25,76.31,0,430.25
2024-09-12,South,Corporate,Second Class,Electronics,Tablet,2,0.14,11248.87,3168.38,0,5624.435
2024-01-30,North,Corporate,Second Class,Office Supplies,Storage Box,7,0.04,4796.87,663.05,0,685.2671428571429
2025-04-06,East,Home Office,First Class,Electronics,Monitor,5,0.06,20290.6,2616.16,0,4058.12
2023-11-12,North,Corporate,Standard Class,Furniture,Desk,7,0.02,32341.67,8677.32,0,4620.238571428571
2024-06-05,North,Consumer,Second Class,Furniture,Desk,3,0.16,6516.22,1927.96,0,2172.0733333333333
2025-07-08,West,Corporate,Same Day,Electronics,Tablet,5,0.02,41398.11,9022.42,0,8279.622
2025-08-17,South,Corporate,Standard Class,Furniture,Sofa,5,0.11,13946.42,2334.8,0,2789.284
2023-06-25,South,Home Office,Standard Class,Office Supplies,Notebook,2,0.17,482.84,128.18,0,241.42
2024-07-02,North,Corporate,Same Day,Office Supplies,Printer,8,0.14,5379.96,873.79,0,672.495
2025-01-04,South,Consumer,Same Day,Furniture,Chair,3,0.24,6501.78,975.85,0,2167.2599999999998
2024-07-19,North,Corporate,Standard Class,Electronics,Smartphone,7,0.05,42822.05,11478.94,0,6117.435714285714
2023-09-28,East,Home Office,Standard Class,Office Supplies,Pen,2,0.1,456.6,87.45,0,228.3
2025-09-15,North,Home Office,Same Day,Furniture,Table,2,0.1,5056.35,741.65,0,2528.175
2026-04-13,North,Corporate,First Class,Electronics,Laptop,7,0.07,52281.48,12435.77,0,7468.782857142857
2025-11-19,South,Corporate,Same Day,Furniture,Chair,3,0.15,12717.42,3084.56,0,4239.14
2023-11-15,South,Consumer,Same Day,Furniture,Sofa,5,0.22,14737.28,1822.15,0,2947.456
2024-07-25,East,Corporate,Standard Class,Furniture,Sofa,4,0.03,10860.05,3207.62,0,2715.0125
2024-05-16,West,Home Office,Standard Class,Furniture,Sofa,4,0.11,8847.8,2516.47,0,2211.95
2024-09-09,North,Home Office,Second Class,Furniture,Sofa,2,0.08,4777.75,1009.17,0,2388.875
2024-06-24,South,Consumer,Second Class,Office Supplies,Notebook,1,0.06,476.95,96.42,0,476.95
2023-11-26,East,Corporate,Same Day,Office Supplies,Printer,7,0.16,6023.03,857.06,0,860.4328571428571
2026-01-08,West,Consumer,Same Day,Furniture,Table,6,0.09,19413.51,5256.75,0,3235.5849999999996
2026-02-28,East,Consumer,Same Day,Office Supplies,Notebook,1,0.04,266.48,59.43,0,266.48
2024-07-26,South,Corporate,Same Day,Electronics,Smartphone,1,0.22,5022.0,1476.9,0,5022.0
2023-06-06,South,Home Office,Standard Class,Furniture,Desk,4,0.06,6194.28,1640.96,0,1548.57
2024-07-01,West,Corporate,First Class,Office Supplies,Pen,8,0.06,5754.8,1174.01,0,719.35
2025-08-26,North,Consumer,First Class,Office Supplies,Storage Box,5,0.07,2636.66,367.71,0,527.332
2024-09-15,East,Corporate,First Class,Furniture,Sofa,4,0.04,12624.96,3254.53,0,3156.24
2024-03-19,East,Home Office,Second Class,Office Supplies,Storage Box,1,0.16,439.89,131.77,0,439.89
2023-06-16,West,Home Office,Standard Class,Furniture,Table,4,0.09,8916.65,2214.95,0,2229.1625
2026-05-14,East,Home Office,First Class,Office Supplies,Storage Box,3,0.21,1300.44,361.22,0,433.48
2025-02-24,South,Home Office,First Class,Electronics,Monitor,3,0.24,10137.09,2857.91,0,3379.03
2024-06-29,South,Home Office,First Class,Electronics,Tablet,7,0.2,22521.36,4045.67,0,3217.337142857143
2023-09-25,North,Corporate,Standard Class,Furniture,Table,2,0.12,6439.58,998.25,0,3219.79
2026-03-14,East,Corporate,Standard Class,Office Supplies,Storage Box,3,0.03,1306.28,203.85,0,435.4266666666667
2025-04-28,South,Corporate,Second Class,Office Supplies,Storage Box,2,0.12,1690.58,394.9,0,845.29
2023-08-15,North,Corporate,First Class,Office Supplies,Notebook,4,0.19,2948.42,443.29,0,737.105
2024-08-31,South,Home Office,Same Day,Furniture,Chair,7,0.1,15121.0,4441.93,0,2160.1428571428573
2025-04-23,East,Consumer,First Class,Electronics,Smartphone,4,0.0,19646.06,2372.11,0,4911.515
2024-09-30,East,Consumer,Standard Class,Electronics,Tablet,7,0.13,27811.16,4869.75,0,3973.022857142857
2023-11-24,East,Corporate,First Class,Electronics,Tablet,7,0.22,46471.73,13903.65,0,6638.818571428572
2023-07-22,South,Consumer,Same Day,Furniture,Sofa,1,0.06,2782.44,698.09,0,2782.44
2025-11-26,South,Consumer,First Class,Office Supplies,Notebook,1,0.09,151.03,35.53,0,151.03
2025-09-10,North,Home Office,Standard Class,Office Supplies,Notebook,1,0.01,283.01,39.86,0,283.01
2024-02-11,West,Home Office,Second Class,Electronics,Tablet,4,0.17,17780.17,4150.89,0,4445.0425
2024-03-01,East,Home Office,Second Class,Office Supplies,Notebook,7,0.21,2235.08,310.42,0,319.29714285714283
2024-12-25,North,Consumer,Same Day,Electronics,Tablet,4,0.15,29036.98,7550.56,0,7259.245
2024-12-24,West,Corporate,Second Class,Electronics,Tablet,1,0.14,9343.27,2652.22,0,9343.27
2025-11-19,South,Consumer,Standard Class,Furniture,Sofa,2,0.23,4434.46,1198.82,0,2217.23
2025-11-09,North,Home Office,Standard Class,Electronics,Laptop,5,0.16,25482.79,5153.01,0,5096.558
2025-09-16,North,Consumer,Second Class,Furniture,Table,1,0.21,2317.21,428.31,0,2317.21
2024-06-29,North,Consumer,Standard Class,Furniture,Chair,3,0.17,6317.08,951.93,0,2105.693333333333
2025-11-19,North,Corporate,First Class,Furniture,Sofa,3,0.03,15360.62,2949.93,0,5120.206666666667
2024-05-23,West,Home Office,Second Class,Furniture,Table,2,0.03,4856.96,1217.9,0,2428.48
2024-05-20,West,Home Office,Same Day,Electronics,Laptop,8,0.05,46051.77,8674.09,0,5756.47125
2023-06-18,West,Corporate,Standard Class,Electronics,Smartphone,7,0.11,44117.9,5797.11,0,6302.557142857143
2025-07-23,East,Home Office,Standard Class,Electronics,Smartphone,7,0.17,20100.62,3311.45,0,2871.5171428571425
2025-10-11,South,Home Office,Standard Class,Office Supplies,Storage Box,1,0.16,216.35,32.07,0,216.35
2023-08-18,North,Corporate,First Class,Furniture,Desk,4,0.08,15200.07,2585.05,0,3800.0175
2023-07-04,West,Consumer,Standard Class,Office Supplies,Storage Box,8,0.11,3879.5,865.7,0,484.9375
2024-12-25,East,Consumer,Same Day,Furniture,Table,1,0.03,3758.49,729.98,0,3758.49
2025-12-17,East,Home Office,Second Class,Electronics,Laptop,8,0.24,31764.7,5889.23,0,3970.5875
2026-05-06,East,Home Office,Same Day,Electronics,Monitor,6,0.18,23201.02,3260.31,0,3866.8366666666666
2025-09-12,East,Corporate,First Class,Electronics,Laptop,6,0.18,32762.44,4201.46,0,5460.406666666667
2026-03-15,North,Corporate,Second Class,Electronics,Monitor,4,0.03,29054.41,7943.33,0,7263.6025
2025-11-23,North,Corporate,Standard Class,Electronics,Tablet,2,0.19,15349.37,3086.62,0,7674.685
2025-01-10,West,Consumer,Standard Class,Office Supplies,Printer,7,0.21,3511.61,726.65,0,501.65857142857146
2026-05-17,South,Consumer,Same Day,Electronics,Smartphone,6,0.13,30164.59,5708.33,0,5027.431666666666
2025-04-01,East,Corporate,First Class,Office Supplies,Printer,5,0.11,2626.16,378.19,0,525.232
2025-10-26,East,Home Office,Second Class,Office Supplies,Pen,4,0.05,2189.84,544.37,0,547.46
2024-08-22,South,Home Office,First Class,Office Supplies,Printer,2,0.19,1050.09,232.29,0,525.045
2026-01-10,East,Corporate,Standard Class,Office Supplies,Storage Box,2,0.01,630.68,92.18,0,315.34
2026-01-07,South,Corporate,First Class,Electronics,Tablet,3,0.21,16035.94,3917.69,0,5345.3133333333335
2025-04-11,East,Corporate,Standard Class,Office Supplies,Notebook,4,0.19,1283.63,283.72,0,320.9075
2024-11-12,North,Corporate,Same Day,Office Supplies,Pen,7,0.24,5853.11,1730.46,0,836.1585714285713
2025-08-16,North,Home Office,First Class,Office Supplies,Notebook,4,0.16,1974.56,514.5,0,493.64
2025-10-12,South,Home Office,Second Class,Electronics,Tablet,5,0.11,24975.49,7418.26,0,4995.098
2025-07-09,West,Consumer,Same Day,Electronics,Laptop,5,0.14,27886.23,3999.22,0,5577.246
2026-02-16,East,Corporate,Second Class,Furniture,Chair,1,0.04,3436.98,612.04,0,3436.98
2023-08-27,West,Home Office,First Class,Office Supplies,Pen,2,0.2,499.89,88.59,0,249.945
2024-06-09,South,Corporate,Same Day,Electronics,Laptop,2,0.09,11626.57,3243.94,0,5813.285
2026-05-13,East,Consumer,Same Day,Furniture,Sofa,1,0.03,2602.34,474.36,0,2602.34
2026-01-25,North,Home Office,First Class,Office Supplies,Printer,7,0.23,2937.42,852.14,0,419.63142857142856
2024-02-05,North,Home Office,First Class,Office Supplies,Pen,8,0.12,3676.34,637.32,0,459.5425
2024-08-17,North,Consumer,Standard Class,Furniture,Chair,2,0.05,4604.77,1074.35,0,2302.385
2025-11-08,North,Consumer,Same Day,Office Supplies,Storage Box,2,0.19,1363.22,201.32,0,681.61
2025-04-10,North,Consumer,Standard Class,Furniture,Chair,3,0.2,6208.66,1368.73,0,2069.5533333333333
2023-09-29,West,Corporate,Same Day,Electronics,Tablet,7,0.11,58513.7,7199.55,0,8359.1
2025-08-25,North,Home Office,Standard Class,Office Supplies,Notebook,2,0.09,960.83,202.26,0,480.415
2023-09-05,North,Corporate,Same Day,Office Supplies,Pen,7,0.1,5123.44,1224.14,0,731.92
2023-11-13,South,Home Office,Same Day,Office Supplies,Printer,5,0.24,2239.27,326.78,0,447.854
2024-06-24,North,Home Office,Second Class,Office Supplies,Pen,2,0.01,556.98,124.26,0,278.49
2026-04-27,East,Consumer,First Class,Office Supplies,Notebook,4,0.1,1795.6,424.24,0,448.9
2024-04-25,South,Home Office,First Class,Electronics,Smartphone,4,0.03,17831.9,4293.49,0,4457.975
2025-11-14,North,Corporate,Standard Class,Electronics,Monitor,5,0.02,45249.78,11339.87,0,9049.956
2024-11-14,South,Home Office,Second Class,Furniture,Sofa,2,0.07,5276.62,699.5,0,2638.31
2026-02-12,East,Home Office,First Class,Furniture,Table,3,0.14,5367.28,996.22,0,1789.0933333333332
2023-09-11,North,Corporate,Second Class,Furniture,Desk,4,0.18,12074.44,2841.73,0,3018.61
2026-01-13,East,Corporate,Same Day,Furniture,Desk,8,0.09,25520.69,4465.74,0,3190.08625
2025-01-22,East,Consumer,Second Class,Electronics,Laptop,5,0.18,19061.93,4437.45,0,3812.386
2025-11-18,West,Home Office,Second Class,Electronics,Laptop,1,0.14,5820.8,1267.91,0,5820.8
2023-10-08,East,Corporate,Second Class,Furniture,Desk,5,0.03,19004.87,3994.86,0,3800.9739999999997
2024-12-19,South,Home Office,Second Class,Furniture,Chair,3,0.11,7946.85,1209.88,0,2648.9500000000003
2025-07-27,West,Corporate,Standard Class,Office Supplies,Printer,4,0.19,2285.06,369.53,0,571.265
2024-08-26,South,Home Office,First Class,Electronics,Laptop,7,0.12,27645.6,5579.87,0,3949.371428571428
2025-06-29,North,Home Office,First Class,Office Supplies,Pen,5,0.14,2090.53,465.41,0,418.10600000000005
2025-12-10,North,Home Office,First Class,Furniture,Sofa,7,0.24,18072.39,2893.78,0,2581.77
2025-10-18,West,Home Office,Standard Class,Furniture,Table,3,0.11,8784.76,1417.85,0,2928.2533333333336
2025-10-17,South,Consumer,Second Class,Furniture,Desk,6,0.15,16717.81,4464.52,0,2786.3016666666667
2025-11-22,North,Corporate,Same Day,Furniture,Sofa,8,0.05,42612.45,6350.29,0,5326.55625
2025-08-27,North,Consumer,Second Class,Electronics,Smartphone,3,0.16,14393.85,1828.8,0,4797.95
2023-07-25,East,Consumer,Same Day,Electronics,Smartphone,1,0.22,3618.05,908.26,0,3618.05
